incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_county,Population(SUM),incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active
Peterson Fire,Y,2024-06-28 09:27:46+00:00,2024-06-13 17:47:00+00:00,nan,Lassen,31873,22,100,nan,nan,-120.028888,39.879737,Wildfire,cf71f1c1-3a96-4bc9-bb51-fe036b5c17c5,,,6/13/2024,N
5 Fire,Y,2024-06-15 07:01:33+00:00,2024-06-14 16:40:42+00:00,Kern County Fire Department,Kern,906883,30,100,nan,nan,-119.53449,35.50256,Wildfire,e493c4b8-5848-4f01-ac3a-d577c393eb12,,,6/14/2024,N
Felipe Fire,Y,2024-06-28 09:23:07+00:00,2024-06-15 09:48:59+00:00,CAL FIRE Santa Clara Unit,Santa Clara,1916831,19,100,nan,nan,-121.73844,37.28197,Wildfire,03232795-7d5f-4998-b04b-98628cdb40db,,,6/15/2024,N
Post Fire,Y,2024-06-28 09:22:26+00:00,2024-06-15 13:47:00+00:00,Los Angeles County Fire Department,"Los Angeles, Ventura",10778699,15563,100,nan,"Unified Command with: 
LA County Fire
US Forest Service ",-118.8521,34.79208,Wildfire,c93f7495-a345-4416-80b1-fb91996fa7dd,2024-06-26 18:11:58+00:00,6/26/2024,6/15/2024,N
Junes Fire,Y,2024-06-28 09:21:21+00:00,2024-06-15 15:20:59+00:00,CAL FIRE Butte Unit,Butte,213605,1056,100,nan,nan,-121.518592,39.369439,Wildfire,2e93fb95-8e13-4724-b358-ca3824e4a6ca,2024-06-18 17:18:23+00:00,6/18/2024,6/15/2024,N
Rocky Fire,Y,2024-06-28 09:20:30+00:00,2024-06-15 16:02:34+00:00,CAL FIRE Butte Unit,Butte,213605,18,100,nan,nan,-121.355159,39.548761,Wildfire,e25bfa39-b7c2-418a-9dd1-af0fa6677fab,,,6/15/2024,N
Sioux Fire,Y,2024-06-28 09:19:48+00:00,2024-06-15 16:55:18+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Madera,157243,15,100,nan,nan,-119.673538,37.207647,Wildfire,b82bba9f-0d5e-44a4-9547-190c7b147ebc,2024-06-16 11:56:30+00:00,6/16/2024,6/15/2024,N
West Fire,Y,2024-06-20 10:08:20+00:00,2024-06-15 17:21:25+00:00,Los Angeles County Fire Department,Los Angeles,9936690,300,100,nan,nan,-118.29017,34.73279,Wildfire,520a9130-6e98-4f88-b654-0e77e33edb04,2024-06-15 08:09:00+00:00,6/15/2024,6/15/2024,N
Hesperia Fire,Y,2024-06-28 09:18:26+00:00,2024-06-15 18:49:39+00:00,San Bernardino County Fire Department,San Bernardino,2180563,1078,100,nan,nan,-117.28811,34.30769,Wildfire,d110b1b2-327e-43e9-9c26-d49a1fbcbf15,,,6/15/2024,N
Excelsior Fire,Y,2024-06-17 12:48:57+00:00,2024-06-16 12:19:53+00:00,Sacramento Metro,Sacramento,1579211,877,100,nan,nan,-121.28408,38.52658,Wildfire,2aad2b91-45f7-42b9-8299-1cdf3aacf1c2,,,6/16/2024,N
Lisa Fire,Y,2024-06-28 09:15:53+00:00,2024-06-16 13:13:44+00:00,CAL FIRE Riverside Unit,Riverside,2429487,890,100,nan,nan,-117.06443,33.943389,Wildfire,38faf6b6-365c-45f8-9e45-a6d121a4178b,,,6/16/2024,N
Point Fire,Y,2024-06-28 09:15:14+00:00,2024-06-16 12:33:55+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,488436,1207,100,nan,"Unified Command with the Sonoma County Sheriff's Office. Cooperating Agencies: Northern Sonoma County Fire Protection District, Sonoma County Fire District, Cloverdale Fire Protection District, Santa Rosa Fire Department, Healdsburg Fire Department, Graton Fire Department, Gold Ridge Fire Protection District, Sonoma Valley Fire Protection District, Rancho Adobe Fire District, Sebastopol Fire Department, Schell-Vista Fire Protection District, Monte Rio Fire Protection District, Napa County Fire Department, Marin County Fire, Cazadero Fire Department, Rohnert Park Fire Department, Petaluma Fire Department, Dry Creek Rancheria Fire Department, Sonoma County Department of Emergency Management, Army Corps of Engineers, California Highway Patrol, Sonoma County Property Infrastructure",-123.012253,38.705475,Wildfire,8cc1df77-db00-4f1e-a167-66941973a5b9,2024-06-24 17:30:53+00:00,6/24/2024,6/16/2024,N
Inkopah 5 Fire,Y,2024-06-28 09:14:00+00:00,2024-06-16 11:15:56+00:00,CAL FIRE San Deigo Unit,Imperial,179578,30,100,nan,nan,-116.099983,32.655183,Wildfire,b1c20387-c024-40d6-bb7d-ed46655c4222,2024-06-16 20:00:10+00:00,6/16/2024,6/16/2024,N
Summit Fire,Y,2024-06-28 09:11:43+00:00,2024-06-16 14:19:26+00:00,CAL FIRE San Bernardino Unit,San Bernardino,2180563,13,100,nan,nan,-117.335667,34.369667,Wildfire,e4775796-95cc-45ef-b47a-f07c84169590,,,6/16/2024,N
Elgin Fire,Y,2024-06-28 09:10:37+00:00,2024-06-16 14:53:31+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Merced,282290,86,100,nan,nan,-120.635371,37.097775,Wildfire,df73d9d0-1193-462a-836b-baca046bd399,,,6/16/2024,N
Max Fire,Y,2024-06-28 09:09:48+00:00,2024-06-16 15:46:34+00:00,Los Angeles County Fire Department,Los Angeles,9936690,338,100,nan,nan,-118.27108,34.67529,Wildfire,b20598f6-8122-4d4f-bb49-1d9657b48916,,,6/16/2024,N
Hidden Fire,Y,2024-06-19 20:11:18+00:00,2024-06-16 16:33:21+00:00,CAL FIRE Shasta-Trinity Unit,Shasta,181852,45,100,nan,nan,-122.23967,40.72052,Wildfire,cba02f77-7fd1-4870-b4b4-e25a1d30cfe8,,,6/16/2024,N
62 Fire,Y,2024-06-28 09:08:28+00:00,2024-06-16 17:04:14+00:00,CAL FIRE Riverside Unit,Riverside,2429487,13,100,nan,nan,-116.583039,33.984079,Wildfire,b1345511-654e-48c2-a117-7c5c3322567e,,,6/16/2024,N
Tuscany Fire,Y,2024-06-20 14:04:42+00:00,2024-06-17 11:35:11+00:00,BLM California Desert District,Riverside,2429487,126,100,nan,nan,-116.569117,33.847642,Wildfire,2a44c40f-2777-488e-8830-bdb0c668b0b8,,,6/17/2024,N
Slough Fire,Y,2024-06-28 09:07:34+00:00,2024-06-17 13:47:02+00:00,CAL FIRE Madera-Mariposa-Merced,Riverside,2429487,33,100,nan,nan,-120.383187,36.996139,Wildfire,4cc240db-5c8a-4833-a4c6-8757772a858f,,,6/17/2024,N
Railroad Fire,Y,2024-06-28 09:05:42+00:00,2024-06-17 14:05:18+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Madera,157243,13,100,nan,nan,-120.056215,37.010829,Wildfire,a172c94e-6352-456e-b2fd-424844667ec2,,,6/17/2024,N
Sites Fire,Y,2024-06-28 09:05:11+00:00,2024-06-17 13:39:25+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Colusa,21811,19195,100,nan,"Bureau of Land Management, Caltrans, Colusa County Emergency Operations Center, Colusa County Department of Health and Human Services, Colusa County Public Works Department, County of Colusa, Bureau of Land Management, Maxwell Fire Protection District, Williams Fire Authority, Colusa County Sheriffâ€™s Office, PG&E, Yocha Dehe Fire Department, Marin County Fire.",-122.46934,39.31646,Wildfire,311ac02a-61aa-4a29-980a-998ce071f438,,,6/17/2024,N
Stage Fire,Y,2024-06-17 17:32:53+00:00,2024-06-17 14:31:36+00:00,CAL FIRE Tulare Unit,Tulare,473446,81,100,nan,nan,-118.946399,35.942249,Wildfire,9f426988-5213-4e2c-931f-52517cb4d3e1,2024-06-17 17:32:51+00:00,6/17/2024,6/17/2024,N
Coast Fire,Y,2024-06-18 08:53:15+00:00,2024-06-17 13:41:22+00:00,CAL FIRE San Benito-Monterey Unit,Monterey,437609,15,5,nan,nan,-121.855352,36.311477,Wildfire,84856109-00eb-410f-b86e-908b8788fbfb,,,6/17/2024,N
Douglas Fire,Y,2024-06-26 12:36:37+00:00,2024-06-17 14:03:14+00:00,CAL FIRE Amador-El Dorado Unit,Sacramento,1579211,585,100,nan,"Lead agency: Sacramento Metro Fire
Assisting agencies: Cosumnes Fire Dept, Folsom Fire Dept, Metro Fire CERT, Courtland Fire Protection District, Sacramento County Sheriffâ€™s Office, Sacramento County Regional Parks, Herald Fire Protection District, and Rancho Cordova PD ",-121.24438,38.54166,Wildfire,4c10216b-5a51-4a3d-ae55-700d44bd2bee,2024-06-19 14:06:36+00:00,6/19/2024,6/17/2024,N
Aero Fire,Y,2024-06-27 06:04:55+00:00,2024-06-17 15:23:08+00:00,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,45674,5285,100,nan,"Calaveras County OES, California Department of Corrections and Rehabilitation, California Conservation Corps, Calaveras County Water District, Nor Cal Power Authority, PG&E, Copperopolis Fire Protection District",-120.684174,38.031684,Wildfire,ea7c5069-2636-470b-bfba-5aa621fb8a98,,,6/17/2024,N
Ingomar Fire,Y,2024-06-26 12:35:52+00:00,2024-06-17 16:56:57+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Merced,282290,12,100,nan,nan,-120.968478,37.15858,Wildfire,a53fc171-b27f-4475-8968-4789becbf807,,,6/17/2024,N
Spring Fire,Y,2024-06-19 06:48:14+00:00,2024-06-18 19:02:01+00:00,CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,54993,51,100,nan,nan,-120.50804,37.843349,Wildfire,120b981a-e8e9-45a9-aeee-f1f0d1aa2aaf,,,6/18/2024,N
Sky Fire,Y,2024-06-21 13:07:49+00:00,2024-06-19 11:32:30+00:00,Kern County Fire Department ,Kern,906883,528,100,nan,nan,-119.462711,35.32752,Wildfire,cd7aebca-2b90-4953-a108-2a0cab35a196,2024-06-19 13:07:44+00:00,6/19/2024,6/19/2024,N
Scotts Fire,Y,2024-06-21 13:04:03+00:00,2024-06-19 14:08:48+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,68024,38,100,nan,nan,-122.984408,39.118221,Wildfire,2d437393-53dd-43c7-93db-5822d65372b8,,,6/19/2024,N
Daytona Fire,Y,2024-06-21 13:07:18+00:00,2024-06-19 15:50:28+00:00,Kern County Fire Department,Kern,906883,123,100,nan,nan,-118.878444,35.382,Wildfire,cd369e40-e1c3-48be-8ef4-4561980bd9b1,2024-06-19 13:07:13+00:00,6/19/2024,6/19/2024,N
Vista Fire,Y,2024-06-19 18:49:48+00:00,2024-06-19 17:23:23+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Merced,282290,25,100,nan,nan,-120.653749,36.960029,Wildfire,5892dc0c-3c9e-481e-8be1-580a1f9c8bdc,,,6/19/2024,N
Side Fire,Y,2024-06-26 12:33:24+00:00,2024-06-19 19:04:38+00:00,Sequoia National Forest,Tulare,473446,137,100,nan,nan,-118.828001,36.016118,Wildfire,965204c6-995d-41ef-9df8-6e1ffa3f1538,,,6/19/2024,N
Kirk Fire,Y,2024-06-21 13:10:16+00:00,2024-06-20 10:13:06+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Solano,450995,20,100,nan,nan,-122.234173,38.220139,Wildfire,ccba94f4-0300-45e6-9f9c-247ad68ef603,2024-06-21 13:10:08+00:00,6/21/2024,6/20/2024,N
Double Fire,Y,2024-06-26 12:32:26+00:00,2024-06-20 13:07:10+00:00,CAL FIRE Nevada-Yuba-Placer Unit,Yuba,81705,13,100,nan,nan,-121.303342,39.458459,Wildfire,d379549a-4026-49d4-81f7-12eee7c3134c,2024-06-23 10:28:48+00:00,6/23/2024,6/20/2024,N
Pfe Fire,Y,2024-06-20 22:15:07+00:00,2024-06-20 18:26:58+00:00,CAL FIRE Nevada-Yuba-Placer Unit,Placer,406608,15,100,nan,nan,-121.392475,38.728881,Wildfire,f7853da2-4ea7-4d3d-8dcd-a032f1e68275,,,6/20/2024,N
Basalt Fire,Y,2024-06-21 13:28:51+00:00,2024-06-21 05:03:14+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Merced,282290,58,100,nan,nan,-121.057483,37.060845,Wildfire,61fcca17-72ce-4d55-ab63-b476f513d46b,2024-06-21 13:27:12+00:00,6/21/2024,6/21/2024,N
Gulch Fire,Y,2024-06-26 12:30:26+00:00,2024-06-21 08:44:26+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Madera,157243,11,100,nan,nan,-119.791537,37.313117,Wildfire,c393bae6-7c2f-49e0-8d83-e1bb77d887d7,,,6/21/2024,N
Water Fire,Y,2024-06-26 12:29:35+00:00,2024-06-21 12:09:00+00:00,Kern County Fire Department ,Kern,906883,546,100,nan,nan,-119.96709,35.60366,Wildfire,bc72883a-cba7-40df-9188-54c801003b3b,2024-06-21 18:57:12+00:00,6/21/2024,6/21/2024,N
Jolon Fire,Y,2024-06-26 12:29:06+00:00,2024-06-21 20:00:43+00:00,CAL FIRE San Benito-Monterey Unit,Monterey,437609,10,100,nan,nan,-120.835545,35.87405,Wildfire,dc7cec75-1f29-498e-9139-01644df3b418,,,6/21/2024,N
Willow Fire,Y,2024-06-26 12:28:27+00:00,2024-06-22 15:15:57+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Madera,157243,213,100,nan,nan,-119.91267,37.154953,Wildfire,3c562f83-c547-4567-a729-9cf73cdf83c4,2024-06-24 18:09:30+00:00,6/24/2024,6/22/2024,N
Border 58 Fire,Y,2024-06-26 12:27:57+00:00,2024-06-22 15:12:41+00:00,CAL FIRE San Diego Unit,San Diego,3289701,137,100,nan,nan,-116.894511,32.58748,Wildfire,0aa93bff-3d1e-43af-9958-fa526cd40c31,2024-06-24 22:01:04+00:00,6/24/2024,6/22/2024,N
Watts Fire,Y,2024-06-26 12:27:01+00:00,2024-06-22 16:22:56+00:00,CAL FIRE Fresno-Kings Unit,Fresno,1008280,90,100,nan,nan,-119.419517,36.91237,Wildfire,912ab9e0-9c07-47c9-8c02-c140d91722ee,,,6/22/2024,N
Needles Fire,Y,2024-06-26 12:26:06+00:00,2024-06-22 16:50:32+00:00,San Bernardino County Fire Department,San Bernardino,2180563,70,100,nan,Unified Command: Mohave Valley Fire Department,-114.61131,34.85092,Wildfire,ad646835-4be4-466a-967e-7c6382f04bf6,,,6/22/2024,N
Valley Fire,Y,2024-06-28 19:37:21+00:00,2024-06-22 22:47:54+00:00,CAL FIRE Tulare Unit,Tulare,473446,2,100,nan,nan,-119.090599,36.274399,Wildfire,ba97837b-0723-465c-8782-4b5168dcbe94,2024-06-23 10:27:02+00:00,6/23/2024,6/22/2024,N
Oak Fire,Y,2024-06-26 12:24:22+00:00,2024-06-23 03:29:53+00:00,CAL FIRE Riverside Unit,Riverside,2429487,13,100,nan,"Riverside County Sheriffs Department, Murrieta Fire and Rescue, Hemet City Fire Department, So Cal Edison",-116.927015,33.653953,Wildfire,7dcfb7b4-7b93-4338-8969-ba1041ab9986,,,6/23/2024,N
10th Fire,Y,2024-06-26 12:22:27+00:00,2024-06-24 14:54:47+00:00,Kern County Fire Department,Kern,906883,133,100,nan,nan,-118.137537,34.974609,Wildfire,112e618e-f612-405b-8908-5df603790f77,,,6/24/2024,N
Serrano Fire,Y,2024-06-26 08:08:42+00:00,2024-06-24 15:43:14+00:00,CAL FIRE Riverside Unit,Riverside,2429487,12,100,nan,nan,-117.55522,33.89433,Wildfire,1d36aec9-c1bd-4049-a40b-096c6b7dc0b7,,,6/24/2024,N
Muscat Fire,Y,2024-06-25 16:13:41+00:00,2024-06-24 15:56:24+00:00,CAL FIRE Fresno - Kings Unit ,Fresno,1008280,142,100,nan,nan,-119.35579,36.68179,Wildfire,ef627541-e8c5-410d-80b4-d6216e4bbbcb,,,6/24/2024,N
White Fire,Y,2024-06-26 12:20:03+00:00,2024-06-24 16:07:29+00:00,CAL FIRE - Madera - Mariposa - Merced Unit,Mariposa,17130,52,100,nan,nan,-120.00789,37.42087,Wildfire,972ad75a-fadc-4018-945d-6f5e8b10db6b,,,6/24/2024,N
Willms Fire,Y,2024-06-26 12:19:15+00:00,2024-06-24 15:41:47+00:00,CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,54993,12,100,nan,nan,-120.656478,37.814796,Wildfire,f2432688-2a7d-4030-b3be-94991c782cf5,2024-06-24 19:28:44+00:00,6/24/2024,6/24/2024,N
Amoruso Fire,Y,2024-06-27 12:23:45+00:00,2024-06-24 17:07:21+00:00,CAL FIRE - Nevada - Yuba - Placer Unit,Placer,406608,438,100,nan,nan,-121.3909,38.82437,Wildfire,ce429295-7bae-4567-b520-77c78773ece3,2024-06-25 12:23:37+00:00,6/25/2024,6/24/2024,N
1-2 Fire,Y,2024-06-26 12:18:22+00:00,2024-06-24 17:32:38+00:00,CAL FIRE - Tuolumne-Calaveras Unit,San Joaquin,779445,215,100,nan,nan,-120.956888,38.029246,Wildfire,bda3e0c7-b52b-43ca-9459-54fc1a490bc5,,,6/24/2024,N
Apache Fire,Y,2024-06-29 19:09:23+00:00,2024-06-24 19:21:07+00:00,CAL FIRE Butte Unit,Butte,213605,691,100,nan,nan,-121.482631,39.418598,Wildfire,31a75af9-c850-423f-9a3e-2d8be2bb5f07,,,6/24/2024,N
Bear Fire,Y,2024-06-25 10:31:21+00:00,2024-06-24 15:35:50+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,17130,19,100,nan,nan,-120.171776,37.557104,Wildfire,dbcdf92c-2be1-4f61-afa7-e0eae6cec5c3,,,6/24/2024,N
Lavender Fire,Y,2024-06-26 20:26:47+00:00,2024-06-25 15:36:37+00:00,Kern County Fire Department,Kern,906883,110,100,nan,nan,-119.956633,35.61181,Wildfire,f4e5e8d4-2398-42c4-ac64-42750dca4e7f,,,6/25/2024,N
Preston Fire,Y,2024-06-27 06:40:53+00:00,2024-06-25 16:30:19+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,488436,11,100,nan,Northern Sonoma County Fire Protection District,-123.019703,38.845861,Wildfire,26f3518d-8978-4220-b98b-42d51c89ef02,,,6/25/2024,N
Fresno June Lightning Complex,Y,2024-07-06 19:16:01+00:00,2024-06-24 15:01:00+00:00,CAL FIRE Fresno-Kings Unit,Fresno,1008280,10616,100,nan,nan,-119.345863,36.78113,Wildfire,220ed40b-e932-487d-a206-fa99fb194849,,,6/24/2024,N
Anchor Fire,Y,2024-06-26 11:22:42+00:00,2024-06-25 19:28:04+00:00,CAL FIRE Fresno-Kings Unit,Fresno,1008280,12,100,nan,nan,-119.3226,36.631882,Wildfire,5da0884b-54c9-453c-9e71-54faa8ec0993,,,6/25/2024,N
Round Fire,Y,2024-06-26 08:08:08+00:00,2024-06-25 22:38:03+00:00,Kern County Fire Department,Kern,906883,300,100,nan,nan,-118.93111,35.48989,Wildfire,15fecb82-73d1-4cde-b30b-ce5e14cb8cab,,,6/25/2024,N
Crabtree Fire,Y,2024-06-26 20:28:37+00:00,2024-06-25 22:00:46+00:00,CAL FIRE Tuolumne-Calaveras Unit,Stanislaus,552063,54,100,nan,nan,-120.596351,37.732422,Wildfire,3ad0f5ed-bb4e-4289-bce3-72a1a843ecb9,,,6/25/2024,N
Pass Fire,Y,2024-06-26 15:06:11+00:00,2024-06-26 09:28:05+00:00,CAL FIRE Santa Clara Unit,Alameda,1663823,20,100,nan,nan,-121.596245,37.744764,Wildfire,99c744c7-b28d-48d4-a5ce-55fc82f942d4,,,6/26/2024,N
Basin Fire,N,2024-07-16 21:47:48+00:00,2024-06-26 10:29:31+00:00,Sierra National Forest Service,Fresno,1008280,14023,95,nan,nan,-119.110336,36.868064,Wildfire,9226f0ee-ae1d-4ca7-8a21-9390b6215c85,,,6/26/2024,Y
Columbia Fire,Y,2024-06-28 19:37:06+00:00,2024-06-26 16:04:14+00:00,Los Angeles County Fire Department,Los Angeles,9936690,356,100,nan,nan,-118.325308,34.72313,Wildfire,9013c77d-b3dc-48c2-8169-5be382acd2e5,,,6/26/2024,N
Clear Fire,Y,2024-06-28 17:12:15+00:00,2024-06-26 14:52:24+00:00,U.S. Forest Service-Modoc National Forest,Modoc,8651,890,100,nan,nan,-121.239191,41.884414,Wildfire,fd62ec6c-4c45-4f1e-a6ca-243c424490cd,,,6/26/2024,N
Empire,Y,2024-06-27 08:33:38+00:00,2024-06-26 15:18:57+00:00,CAL FIRE Santa Clara Unit,Contra Costa,1162648,250,100,nan,nan,-121.777999,37.933129,Wildfire,57c216a3-72ab-4647-970a-163b1267b33a,,,6/26/2024,N
Hollow Fire,Y,2024-06-28 08:37:58+00:00,2024-06-27 11:21:36+00:00,CAL FIRE Santa Clara Unit,San Joaquin,779445,210,100,nan,nan,-121.457333,37.672148,Wildfire,367eee05-f2fb-41ba-ac19-4a4f2a7784e2,,,6/27/2024,N
Veterans Fire,Y,2024-06-29 17:15:31+00:00,2024-06-27 15:12:07+00:00,CAL FIRE Shasta-Trinity Unit,Shasta,181852,85,100,nan,nan,-122.544406,40.477613,Wildfire,aeec4240-3b0f-44b8-b8be-21da8e9b5acb,,,6/27/2024,N
Bar Fire ,Y,2024-07-01 18:39:06+00:00,2024-06-27 14:55:00+00:00,CAL FIRE Butte Unit,Butte,213605,36,100,nan,"Butte County Sheriffâ€™s Office, California Department of Parks and Recreation, Pacific Gas & Electric",-121.533535,39.5281902,Wildfire,68755884-e4c5-4564-830e-94df1e45f9bf,2024-07-01 18:38:55+00:00,7/1/2024,6/27/2024,N
Pizona Fire,Y,2024-07-06 08:53:06+00:00,2024-06-28 08:31:31+00:00,Inyo National Forest,Mono,13219,2160,100,nan,nan,-118.49,38.000167,Wildfire,26de0e6c-5714-427c-a66b-d82d425f3842,,,6/28/2024,N
Spring Fire,Y,2024-06-28 15:22:18+00:00,2024-06-28 09:07:20+00:00,CAL FIRE Tehama-Glenn Unit,Tehama,65484,100,100,nan,nan,-121.994709,40.402809,Wildfire,18a08d2e-68bf-46af-84eb-40cdb3e20e87,,,6/28/2024,N
Lime Fire,Y,2024-07-02 13:10:50+00:00,2024-06-28 10:45:41+00:00,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,45674,27,100,nan,nan,-120.80076,38.197384,Wildfire,b12d1a65-9cf4-4706-af93-bed155dedb27,,,6/28/2024,N
Sheering Fire,N,2024-07-15 16:49:00+00:00,2024-06-24 19:19:00+00:00,Stanislaus National Forest,Tuolumne,54993,528,96,nan,nan,-119.985167,38.163167,Wildfire,4d1eb95c-6e27-4af4-9133-d053b8310cbd,,,6/24/2024,Y
Adobe Fire,Y,2024-07-02 10:25:47+00:00,2024-06-28 12:18:57+00:00,CAL FIRE Santa Clara Unit,Stanislaus,552063,41,100,nan,nan,-121.36663,37.422757,Wildfire,c65eb4f5-33c6-4472-90e9-d286270fad66,,,6/28/2024,N
Cotton Fire,Y,2024-06-29 07:39:35+00:00,2024-06-28 17:41:31+00:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,281712,202,100,nan,nan,-120.202099,35.782724,Wildfire,0df347a3-2aa0-463d-bb06-2ecc2f5275c6,,,6/28/2024,N
Frazier Fire,Y,2024-06-29 06:32:36+00:00,2024-06-28 16:33:01+00:00,CAL FIRE Fresno-Kings Unit,Fresno,1008280,11,100,nan,nan,-119.50857,37.06783,Wildfire,b626b2e7-7816-4152-9515-c8db804022ff,,,6/28/2024,N
Lonoak Fire,Y,2024-06-29 09:58:29+00:00,2024-06-28 20:42:19+00:00,CAL FIRE San Benito Monterey Unit,Monterey,437609,255,100,nan,nan,-121.08223,36.21923,Wildfire,d6fdb527-4cdb-47c0-8c60-58bb42dd31e1,,,6/28/2024,N
Round Fire,Y,2024-06-30 19:23:08+00:00,2024-06-29 12:25:23+00:00,CAL FIRE/Riverside County Fire Department,Riverside,2429487,344,100,nan,"CAL FIRE San Diego, CAL FIRE San Bernardino, City of Hemet Fire Department, City of Riverside Fire Department, Palm Springs Fire Department, Calimesa Fire Department, Corona Fire Department, Murrieta Fire and Rescue",-117.061943,33.94343,Wildfire,e9b91c35-173f-4e81-a03a-cd63fac47e5e,,,6/29/2024,N
Mines Fire,Y,2024-07-02 12:42:13+00:00,2024-06-29 15:31:42+00:00,CAL FIRE Santa Clara Unit,Alameda,1663823,5,100,nan,nan,-121.5458,37.520283,Wildfire,537d9c10-45f0-4cef-b936-580e9f08775c,,,6/29/2024,N
Creek Fire,Y,2024-07-01 18:37:17+00:00,2024-06-29 15:22:59+00:00,CAL FIRE Amador-El Dorado Unit,El Dorado,191713,16,100,nan,nan,-120.930485,38.895723,Wildfire,86c8ff02-a1bd-4de9-80d6-a6cfefa224eb,2024-07-01 18:37:03+00:00,7/1/2024,6/29/2024,N
El Paso Fire,Y,2024-07-02 18:59:13+00:00,2024-06-29 21:02:55+00:00,Kern County Fire Department,Kern,906883,471,100,nan,nan,-117.74823,35.486517,Wildfire,f64533e4-f034-4660-a6fa-31a36d5616e0,2024-07-02 18:58:56+00:00,7/2/2024,6/29/2024,N
Brentwood Fire ,Y,2024-06-30 17:26:13+00:00,2024-06-30 13:11:11+00:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,281712,30,100,nan,nan,-119.951786,35.278217,Wildfire,b0e39ced-48c6-4347-babd-3ed41de40c81,,,6/30/2024,N
August Fire,Y,2024-06-30 14:22:37+00:00,2024-06-29 21:10:40+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Merced,282290,18,,nan,nan,-120.795431,37.419623,Wildfire,da5597fd-0ebc-4944-b76d-96a90bbfe719,,,6/29/2024,N
Indigo Fire,Y,2024-07-03 06:51:35+00:00,2024-06-30 14:25:35+00:00,Los Angeles County Fire,Los Angeles,9936690,22,100,nan,nan,-118.64093,34.45733,Wildfire,1a69fba3-9511-4978-b8ec-3392d6a64973,,,6/30/2024,N
Sierra Fire ,Y,2024-07-01 07:52:51+00:00,2024-06-30 15:21:20+00:00,San Bernardino County Fire Department ,San Bernardino,2180563,400,100,nan,nan,-117.43441,34.04119,Wildfire,ca49af04-92e9-4e98-809a-8607939a4c2d,2024-07-01 07:51:49+00:00,7/1/2024,6/30/2024,N
Brentwood Fire,Y,2024-06-30 19:24:09+00:00,2024-06-30 12:23:56+00:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,281712,30,100,nan,nan,-119.95363,35.279739,Wildfire,3b60ebfe-2fd6-4f0d-9a88-22d1e0c0941a,,,6/30/2024,N
Canyon Fire,Y,2024-07-04 09:18:13+00:00,2024-06-30 13:00:21+00:00,CAL FIRE Santa Clara Unit,Stanislaus,552063,80,100,nan,nan,-121.335653,37.438803,Wildfire,ca854fbb-92a1-4142-8155-4efd9c0f3906,,,6/30/2024,N
Kitchen Fire,Y,2024-07-03 22:30:32+00:00,2024-07-01 10:34:01+00:00,CAL FIRE San Diego Unit,San Diego,3289701,43,100,nan,nan,-116.47191,32.717444,Wildfire,60babd50-9806-43f4-abed-d2718bd70f7f,2024-07-01 22:30:23+00:00,7/1/2024,7/1/2024,N
Kern Fire,Y,2024-07-03 22:31:27+00:00,2024-07-01 14:33:00+00:00,Bureau of Land Management,Kern,906883,15,100,nan,nan,-117.977028,35.434012,Wildfire,99f2e9d4-f771-40d4-8eb2-d56ab49ef211,2024-07-01 22:31:13+00:00,7/1/2024,7/1/2024,N
Mccain Fire,Y,2024-07-11 00:35:59+00:00,2024-07-01 15:34:44+00:00,CAL FIRE San Diego Unit,San Diego,3289701,1595,100,nan,nan,-116.231794,32.660837,Wildfire,b0bd7da9-58b2-405b-ab35-bfd931bf4a78,,,7/1/2024,N
Sunrise Fire,Y,2024-07-03 10:54:25+00:00,2024-07-01 14:29:58+00:00,nan,Los Angeles,9936690,35,100,nan,nan,-117.834801,34.432003,Wildfire,4a98e8c8-7580-4a5f-b15d-4f7190db358e,2024-07-03 08:45:00+00:00,7/3/2024,7/1/2024,N
